dato_fuld,dato,år,Artist,spillested,adresse,Coordinates,Latitude,Longitude,Genre,Arrangementstype
05/11/1945,5. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
05/11/1945,5. nov.,1945,Tsi & Somay; Coster Kvartetten,Hotel Royal,Store Torv 4,"56.1574427,10.2073855",56.1574427,10.2073855,underholdningsmusik,spil til dans
06/11/1945,6. nov.,1945,Karlssons Kvintet,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
06/11/1945,6. nov.,1945,To-To & Milleur; Iwan Küsch Orkester,Teater Caféen,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,underholdningsmusik,koncert
06/11/1945,6. nov.,1945,Tsi & Somay; Coster Kvartetten,Hotel Royal,Store Torv 4,"56.1574427,10.2073855",56.1574427,10.2073855,underholdningsmusik,spil til dans
06/11/1945,6. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
06/11/1945,6. nov.,1945,Filtenborgs Orkester,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,fest
06/11/1945,6. nov.,1945,Karlssons Kvintet,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
07/11/1945,7. nov.,1945,Karlssons Kvintet,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
07/11/1945,7. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
07/11/1945,7. nov.,1945,Brage,Østergades Forsamlingsbygning,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,N/A,koncert
07/11/1945,7. nov.,1945,Tsi & Somay; Coster Kvartetten,Hotel Royal,Store Torv 4,"56.1574427,10.2073855",56.1574427,10.2073855,underholdningsmusik,spil til dans
07/11/1945,7. nov.,1945,N/A,Centrum,Fiskergade 1,"56.156387,10.2046392",56.156387,10.2046392,underholdningsmusik,N/A
07/11/1945,7. nov.,1945,Filtenborgs Orkester,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,fest
08/11/1945,8. nov.,1945,Tsi & Somay; Coster Kvartetten,Hotel Royal,Store Torv 4,"56.1574427,10.2073855",56.1574427,10.2073855,underholdningsmusik,spil til dans
08/11/1945,8. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
08/11/1945,8. nov.,1945,N/A,Ravnholt forsamlingshus,Ravnholtvej 34,"56.062996,10.106089",56.062996,10.106089,underholdningsmusik,bal
08/11/1945,8. nov.,1945,Karlssons Kvintet,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
08/11/1945,8. nov.,1945,To-To & Milleur; Iwan Küsch Orkester,Teater Caféen,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,underholdningsmusik,koncert
09/11/1945,9. nov.,1945,Tsi & Somay; Coster Kvartetten,Hotel Royal,Store Torv 4,"56.1574427,10.2073855",56.1574427,10.2073855,underholdningsmusik,spil til dans
10/11/1945,10. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
09/11/1945,9. nov.,1945,Fru Oberst N. L. Madsen,Frelsens Hær,Klostergade 54,"56.1589757,10.2006704",56.1589757,10.2006704,N/A,N/A
09/11/1945,9. nov.,1945,To-To & Milleur; Iwan Küsch Orkester,Teater Caféen,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,underholdningsmusik,koncert
10/11/1945,10. nov.,1945,N/A,Folkets Hus,Amaliegade 21-23,"56.1532288,10.2056457",56.1532288,10.2056457,underholdningsmusik,bal
10/11/1945,10. nov.,1945,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,bal
10/11/1945,10. nov.,1945,N/A,Koncertpalæet,Kannikegade 12,"56.1558888,10.2050924",56.1558888,10.2050924,underholdningsmusik,bal
10/11/1945,10. nov.,1945,De Blinde Musikere,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,folk/folkemusik/spillemandsmusik,koncert
10/11/1945,10. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
10/11/1945,10. nov.,1945,N/A,Aarhus Haandværkerforening,Paradisgade 7,"56.1600394,10.2070719",56.1600394,10.2070719,underholdningsmusik,bal
11/11/1945,11. nov.,1945,Aarhus Sangforening,Folkets Hus,Amaliegade 21-23,"56.1532288,10.2056457",56.1532288,10.2056457,klassisk,koncert
11/11/1945,11. nov.,1945,Kaj Julian og hans Transmissionsorkester,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,koncert
11/11/1945,11. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
11/11/1945,11. nov.,1945,Aarhus Orkester forening,Folkets Hus,Amaliegade 21-23,"56.1532288,10.2056457",56.1532288,10.2056457,klassisk,koncert
11/11/1945,11. nov.,1945,To-To & Milleur; Iwan Küsch Orkester,Teater Caféen,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,underholdningsmusik,koncert
11/11/1945,11. nov.,1945,Victor Breinings Orkester; George Wong & Co.,Kasino Restaurant,Rosenkrantzgade 21,"56.1518314,10.205849",56.1518314,10.205849,underholdningsmusik,matiné
11/11/1945,11. nov.,1945,Karlssons Kvintet,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
11/11/1945,11. nov.,1945,Tsi & Somay; Coster Kvartetten,Hotel Royal,Store Torv 4,"56.1574427,10.2073855",56.1574427,10.2073855,underholdningsmusik,spil til dans
11/11/1945,11. nov.,1945,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,bal
06/11/1950,6. nov.,1950,La Gardie and Freddy Davidson,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,musikteater,koncert
06/11/1950,6. nov.,1950,Hørtings Danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,N/A
06/11/1950,6. nov.,1950,Det hollandske Orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til spisning
07/11/1950,7. nov.,1950,Aarhus By-Orkester,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,klassisk,koncert
07/11/1950,7. nov.,1950,Hørtings Danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,N/A
07/11/1950,7. nov.,1950,Det hollandske Orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til spisning
07/11/1950,7. nov.,1950,La Gardie and Freddy Davidson,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,musikteater,koncert
07/11/1950,7. nov.,1950,Aarhus By-Orkester,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
08/11/1950,8. nov.,1950,Bjarne Ejstrups Orkester,Restaurant Nordlys,Nørregade 1-3,"56.1615093,10.2109482",56.1615093,10.2109482,underholdningsmusik,spil til dans; spil til spisning
08/11/1950,8. nov.,1950,Hørtings Danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,N/A
08/11/1950,8. nov.,1950,Vera Lynn; Kenneth Spencer,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,pop/rock/beat,koncert
08/11/1950,8. nov.,1950,Robert Bernard,Hotel Regina,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,klassisk,foredrag
08/11/1950,8. nov.,1950,Harry Sagner,Carmel,Nørre Allé 23,"56.1600815,10.2037457",56.1600815,10.2037457,klassisk,koncert
08/11/1950,8. nov.,1950,Sv. Møller Kristensen,Folkebiblioteket,Mølleparken,"56.156491,10.1993916",56.156491,10.1993916,jazz,foredrag
09/11/1950,9. nov.,1950,Bjarne Ejstrups Orkester,Restaurant Nordlys,Nørregade 1-3,"56.1615093,10.2109482",56.1615093,10.2109482,folk/folkemusik/spillemandsmusik,spil til dans; spil til spisning
09/11/1950,9. nov.,1950,La Gardie and Freddy Davidson,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,musikteater,koncert
09/11/1950,9. nov.,1950,Harry Sagner,Carmel,Nørre Allé 23,"56.1600815,10.2037457",56.1600815,10.2037457,klassisk,koncert
09/11/1950,9. nov.,1950,Aarhus Politiorkester,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,koncert
10/11/1950,10. nov.,1950,St. Lukas Kirkes Kor,Skt. Lukas Kirke,Skt. Lucas Kirkeplads 1,"56.1448324,10.1935693",56.1448324,10.1935693,klassisk,koncert
10/11/1950,10. nov.,1950,Det hollandske Orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til spisning
10/11/1950,10. nov.,1950,Bjarne Ejstrups Orkester,Restaurant Nordlys,Nørregade 1-3,"56.1615093,10.2109482",56.1615093,10.2109482,underholdningsmusik,spil til dans; spil til spisning
10/11/1950,10. nov.,1950,N/A,Koncertpalæet,Kannikegade 12,"56.1558888,10.2050924",56.1558888,10.2050924,folk/folkemusik/spillemandsmusik,bal
10/11/1950,10. nov.,1950,La Gardie and Freddy Davidson,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,musikteater,koncert
11/11/1950,11. nov.,1950,N/A,Hotel Aarhus,Klostergade 28,"56.1589719,10.2045061",56.1589719,10.2045061,N/A,bal
11/11/1950,11. nov.,1950,N/A,Folkets hus,Amaliegade 21-23,"56.1532288,10.2056457",56.1532288,10.2056457,underholdningsmusik,bal
11/11/1950,11. nov.,1950,N/A,Koncertpalæet,Kannikegade 12,"56.1558888,10.2050924",56.1558888,10.2050924,underholdningsmusik,bal
11/11/1950,11. nov.,1950,Gunnar Lunds orkester,Østergades Forsamlingsbygning,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,spil til dans
11/11/1950,11. nov.,1950,N/A,Mundelstrup Kro,Vibrogvej 603,"56.1902533,10.0649313",56.1902533,10.0649313,underholdningsmusik,bal
11/11/1950,11. nov.,1950,La Gardie and Freddy Davidson,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,musikteater,koncert
11/11/1950,11. nov.,1950,Det hollandske Orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til spisning
11/11/1950,11. nov.,1950,Hørtings Danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,N/A
11/11/1950,11. nov.,1950,N/A,Hotel Aarhus,Klostergade 28,"56.1589719,10.2045061",56.1589719,10.2045061,underholdningsmusik,bal
11/11/1950,11. nov.,1950,Dick Elgg' orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,Ikkevestlig musik,spil til spisning
12/11/1950,12. nov.,1950,N/A,Hotel Aarhus,Klostergade 28,"56.1589719,10.2045061",56.1589719,10.2045061,N/A,bal
12/11/1950,12. nov.,1950,N/A,Koncertpalæet,Kannikegade 12,"56.1558888,10.2050924",56.1558888,10.2050924,underholdningsmusik,bal
12/11/1950,12. nov.,1950,Aarhus By-Orkester,Aarhus Rådhus,Rådhuspladsen 2,"56.152679,10.2021553",56.152679,10.2021553,musikteater,forestilling
12/11/1950,12. nov.,1950,Svend Asmussens Orkester,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,jazz,koncert
12/11/1950,12. nov.,1950,Hørtings Danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,N/A
12/11/1950,12. nov.,1950,La Gardie and Freddy Davidson,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,musikteater,koncert
12/11/1950,12. nov.,1950,N/A,Hotel Aarhus,Klostergade 28,"56.1589719,10.2045061",56.1589719,10.2045061,underholdningsmusik,bal
12/11/1950,12. nov.,1950,Det hollandske Orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,spil til spisning
07/11/1955,7. nov.,1955,Arnbo's danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
07/11/1955,7. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
07/11/1955,7. nov.,1955,Sven Costner,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
08/11/1955,8. nov.,1955,Sven Costner,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
08/11/1955,8. nov.,1955,Muchen-Duo,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
08/11/1955,8. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
08/11/1955,8. nov.,1955,N/A,Syveren,Paradisgade 9,"56.1600663,10.2067786",56.1600663,10.2067786,underholdningsmusik,spil til dans
09/11/1955,9. nov.,1955,Sven Costner,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
09/11/1955,9. nov.,1955,Bruno Martinos italienske orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,matiné
09/11/1955,9. nov.,1955,N/A,Syveren,Paradisgade 9,"56.1600663,10.2067786",56.1600663,10.2067786,underholdningsmusik,spil til dans
09/11/1955,9. nov.,1955,N/A,Dansetten,Skovbrynet 5,"56.1372838,10.1955588",56.1372838,10.1955588,underholdningsmusik,spil til dans
09/11/1955,9. nov.,1955,Arnbo's danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
09/11/1955,9. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
10/11/1955,10. nov.,1955,Sven Costner,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
10/11/1955,10. nov.,1955,Muchen-Duo,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
10/11/1955,10. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
10/11/1955,10. nov.,1955,N/A,Koncertpalæet,Kannikegade 12,"56.1558888,10.2050924",56.1558888,10.2050924,underholdningsmusik,bal
10/11/1955,10. nov.,1955,Arnbo's danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
10/11/1955,10. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
10/11/1955,10. nov.,1955,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,folk/folkemusik/spillemandsmusik,spil til dans
11/11/1955,11. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
11/11/1955,11. nov.,1955,Sven Costner,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
11/11/1955,11. nov.,1955,Arnbo's danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
11/11/1955,11. nov.,1955,N/A,Syveren,Paradisgade 9,"56.1600663,10.2067786",56.1600663,10.2067786,underholdningsmusik,spil til dans
12/11/1955,12. nov.,1955,N/A,Tivoli Friheden,Skovbrynet 5,"56.1372838,10.1955588",56.1372838,10.1955588,N/A,N/A
12/11/1955,12. nov.,1955,Max Mich's Orkester,Solbjerg Kro,Solbjerg Hovedgade 73,"56.037924,10.0796517",56.037924,10.0796517,underholdningsmusik,bal
12/11/1955,12. nov.,1955,N/A,Gartnernes auktionshals restaurant,Finlandsgade 17,"56.1708783,10.1856363",56.1708783,10.1856363,underholdningsmusik; musikteater,forestilling; spil til dans
12/11/1955,12. nov.,1955,Den røde trio,Hasselager Kro,Hasselager Stationsvej 17,"56.1043905,10.1002277",56.1043905,10.1002277,underholdningsmusik,bal
12/11/1955,12. nov.,1955,N/A,Syveren,Paradisgade 9,"56.1600663,10.2067786",56.1600663,10.2067786,underholdningsmusik,spil til dans
12/11/1955,12. nov.,1955,Sven Costner,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
12/11/1955,12. nov.,1955,Wilson kvartetten; ASFs mandolinorkester; Birthe og Edel,Elka,Silkeborgvej 228,"56.155537,10.1657658",56.155537,10.1657658,N/A,bal
12/11/1955,12. nov.,1955,N/A,Holme Kro,Holme Byvej 22,"56.1139882,10.1709166",56.1139882,10.1709166,underholdningsmusik,spil til dans
12/11/1955,12. nov.,1955,N/A,Koncertpalæet,Kannikegade 12,"56.1558888,10.2050924",56.1558888,10.2050924,underholdningsmusik,bal
12/11/1955,12. nov.,1955,Muchen-Duo,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
12/11/1955,12. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
12/11/1955,12. nov.,1955,N/A,Mundelstrup Kro,Vibrogvej 603,"56.1902533,10.0649313",56.1902533,10.0649313,underholdningsmusik,bal
12/11/1955,12. nov.,1955,Arnbo's danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
12/11/1955,12. nov.,1955,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,bal
12/11/1955,12. nov.,1955,Det kinesiske klassiske Operaselskab,Aarhus Teater,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,musikteater,forestilling
13/11/1955,13. nov.,1955,Det kinesiske klassiske Operaselskab,Aarhus Teater,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,musikteater,forestilling
13/11/1955,13. nov.,1955,Prolog,Folkets Hus,Amaliegade 21-23,"56.1532288,10.2056457",56.1532288,10.2056457,underholdningsmusik,bal
13/11/1955,13. nov.,1955,Bruno Martinos italienske orkester,Restaurant Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,underholdningsmusik,matiné
13/11/1955,13. nov.,1955,Arnbo's danseorkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
13/11/1955,13. nov.,1955,Muchen-Duo,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans; spil til spisning
13/11/1955,13. nov.,1955,Onkel Kaj's Trio,Ambassadør,Mejlgade 20,"56.1582695,10.2074661",56.1582695,10.2074661,underholdningsmusik,spil til dans; spil til spisning
13/11/1955,13. nov.,1955,N/A,Tivoli Friheden,Skovbrynet 5,"56.1372838,10.1955588",56.1372838,10.1955588,N/A,N/A
13/11/1955,13. nov.,1955,Sven Costner,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
13/11/1955,13. nov.,1955,N/A,Syveren,Paradisgade 9,"56.1600663,10.2067786",56.1600663,10.2067786,underholdningsmusik,spil til dans
07/11/1960,7. nov.,1960,N/A,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
07/11/1960,7. nov.,1960,Jolly-Boys,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
07/11/1960,7. nov.,1960,N/A,Aarhus Scala,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,klassisk,koncert
08/11/1960,8. nov.,1960,Jolly-Boys,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
08/11/1960,8. nov.,1960,Arnsbo's Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
08/11/1960,8. nov.,1960,Kvartet Pino Ferrarese,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
08/11/1960,8. nov.,1960,N/A,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
08/11/1960,8. nov.,1960,Ramsings trio,Rico,M.P. Bruuns Gade 15-17,"56.1495257,10.2020762",56.1495257,10.2020762,underholdningsmusik,spil til dans; spil til spisning
09/11/1960,9. nov.,1960,Jolly-Boys,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
09/11/1960,9. nov.,1960,Arnsbo's Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
09/11/1960,9. nov.,1960,N/A,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
10/11/1960,10. nov.,1960,Jolly-Boys,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
10/11/1960,10. nov.,1960,Tona's Orkester,Sabro Kro,Viborgvej 780,"56.2126229,10.0108483",56.2126229,10.0108483,underholdningsmusik,spil til spisning; spil til dans
10/11/1960,10. nov.,1960,Kvartet Pino Ferrarese,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
10/11/1960,10. nov.,1960,N/A,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,spil til dans
10/11/1960,10. nov.,1960,Aarhus By-Orkester,Aarhus Scala,Teatergaden 1,"56.156178,10.208474",56.156178,10.208474,klassisk,koncert
10/11/1960,10. nov.,1960,Trixon Band,Hasselager Kro,Hasselager Stationsvej 17,"56.1043905,10.1002277",56.1043905,10.1002277,underholdningsmusik,spil til dans
10/11/1960,10. nov.,1960,N/A,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
10/11/1960,10. nov.,1960,Arnsbo's Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
11/11/1960,11. nov.,1960,Arnsbo's Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
11/11/1960,11. nov.,1960,Jolly-Boys,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
11/11/1960,11. nov.,1960,N/A,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
11/11/1960,11. nov.,1960,Derno Radio,Det Ny Casino,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,jazz,koncert
12/11/1960,12. nov.,1960,Poul P's Orkester,Østergades Hotel,Østergade 12,"56.1540907,10.2033134",56.1540907,10.2033134,underholdningsmusik,bal
12/11/1960,12. nov.,1960,Kvartet Pino Ferrarese,Den Blaa Fugl,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
12/11/1960,12. nov.,1960,Jolly-Boys,Cosy Corner,Søndergade 53,"56.1532692,10.2031222",56.1532692,10.2031222,N/A,N/A
12/11/1960,12. nov.,1960,Derno Radio,Det Ny Casino,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,jazz,koncert
12/11/1960,12. nov.,1960,Arnsbo's Orkester,Maritza,Frederiksgade 76,"56.1540376,10.2017395",56.1540376,10.2017395,underholdningsmusik,spil til dans
12/11/1960,12. nov.,1960,Jazzminerne; Louis Hjulmand's Trio,Jazzklub Saratoga,Skt. Knuds Torv,"56.151430,10.206246",56.15143,10.206246,jazz,koncert
12/11/1960,12. nov.,1960,Saratoga Jazzband,Club Pamane,Rosenkrantzgade 21,"56.1520354,10.2035812",56.1520354,10.2035812,jazz,koncert
12/11/1960,12. nov.,1960,N/A,Tivoli Friheden,Skovbrynet 5,"56.1372838,10.1955588",56.1372838,10.1955588,underholdningsmusik,bal
12/11/1960,12. nov.,1960,N/A,Aarhus-Hallen,Skt. Knuds Gade,"56.151430,10.206246",56.15143,10.206246,musikteater,forestilling
12/11/1960,12. nov.,1960,Dybvads Orkester,Mundelstrup Kro,Vibrogvej 603,"56.1902533,10.0649313",56.1902533,10.0649313,underholdningsmusik,bal
12/11/1960,12. nov.,1960,Yolanda Meneguzzer; Amilcare Blaffardi; Attillio D'Orazi; Edgardo Di Stasio,Universitetets aula,Nordre Ringgade 4,"56.1706434,10.1985354",56.1706434,10.1985354,musikteater,koncert
12/11/1960,12. nov.,1960,N/A,Holme Kro,Holme Byvej 22,"56.1139882,10.1709166",56.1139882,10.1709166,N/A,N/A
12/11/1960,12. nov.,1960,N/A,Folkets Hus,Amaliegade 21-23,"56.1532288,10.2056457",56.1532288,10.2056457,underholdningsmusik,N/A
12/11/1960,12. nov.,1960,N/A,Niels Peters Kro,Solbjerg Hovedgade 73,"56.037924,10.0796517",56.037924,10.0796517,underholdningsmusik,bal
12/11/1960,12. nov.,1960,N/A,Søsporten,Hjortholmsvej 2B,"56.163235,10.2154921",56.163235,10.2154921,underholdningsmusik,bal
12/11/1960,12. nov.,1960,Walther & Holger,Stjernekroen,Jægergårdsgade 42-44,"56.1480042,10.1967911",56.1480042,10.1967911,underholdningsmusik,bal
13/11/1960,13. nov.,1960,Holiday Singers; Max Mich og hans sjovere,Møllevangsskolens aula,Møllevangs Allé 20,"56.1648763,10.1812506",56.1648763,10.1812506,underholdningsmusik,koncert
